LocalityID	CollectorName	LastNameGuess	VerbatimCollectors	FieldNo	iYear	VerbatimDate
18335	J.H. Caruso	Caruso	J.H. Caruso & G.E. Gunning	RDS 9339	1987	11/8/1987
18335	G.E. Gunning	Gunning	J.H. Caruso & G.E. Gunning	RDS 9339	1987	11/8/1987
18336	J.H. Caruso	Caruso	J.H. Caruso & G.E. Gunning	RDS 9340	1987	11/8/1987
18336	G.E. Gunning	Gunning	J.H. Caruso & G.E. Gunning	RDS 9340	1987	11/8/1987
18337	J.H. Caruso	Caruso	J.H. Caruso & G.E. Gunning	RDS 9341	1987	11/8/1987
18337	G.E. Gunning	Gunning	J.H. Caruso & G.E. Gunning	RDS 9341	1987	11/8/1987
18338	R.D. Suttkus	Suttkus	R.D. Suttkus & J.H. Caruso	RDS 9342	1987	12/8/1987
18338	J.H. Caruso	Caruso	R.D. Suttkus & J.H. Caruso	RDS 9342	1987	12/8/1987
18339	R.D. Suttkus	Suttkus	R.D. Suttkus & J.H. Caruso	RDS 9345	1987	12/8/1987
18339	J.H. Caruso	Caruso	R.D. Suttkus & J.H. Caruso	RDS 9345	1987	12/8/1987
18340	R.D. Suttkus	Suttkus	R.D. Suttkus & J.H. Caruso	RDS 9349	1987	13/8/1987
18340	J.H. Caruso	Caruso	R.D. Suttkus & J.H. Caruso	RDS 9349	1987	13/8/1987
18341	R.D. Suttkus	Suttkus	R.D. Suttkus	RDS 9352	1987	16 August 1987
18342	R.D. Suttkus	Suttkus	R.D. Suttkus	RDS 9353	1987	16 August 1987
18343	R.D. Suttkus	Suttkus	"Suttkus, C. Jones, M. Abbey & R. Manning"	RDS 9354	1987	18/8/1987
18343	C. Jones	Jones	"Suttkus, C. Jones, M. Abbey & R. Manning"	RDS 9354	1987	18/8/1987
18343	M. Abbey	Abbey	"Suttkus, C. Jones, M. Abbey & R. Manning"	RDS 9354	1987	18/8/1987
18343	R. Manning	Manning	"Suttkus, C. Jones, M. Abbey & R. Manning"	RDS 9354	1987	18/8/1987
18344	R.D. Suttkus	Suttkus	"Suttkus, C. Jones, M. Abbey & R. Manning"	RDS 9356	1987	18/8/1987
18344	C. Jones	Jones	"Suttkus, C. Jones, M. Abbey & R. Manning"	RDS 9356	1987	18/8/1987
18344	M. Abbey	Abbey	"Suttkus, C. Jones, M. Abbey & R. Manning"	RDS 9356	1987	18/8/1987
18344	R. Manning	Manning	"Suttkus, C. Jones, M. Abbey & R. Manning"	RDS 9356	1987	18/8/1987
18345	R.D. Suttkus	Suttkus	"R.D. Suttkus, C. Jones & R. Manning"	RDS 9362	1987	20 August 1987
18345	C. Jones	Jones	"R.D. Suttkus, C. Jones & R. Manning"	RDS 9362	1987	20 August 1987
18345	R. Manning	Manning	"R.D. Suttkus, C. Jones & R. Manning"	RDS 9362	1987	20 August 1987
18346	R.D. Suttkus	Suttkus	R.D. Suttkus	RDS 9363	1987	20 August 1987
18347	R.D. Suttkus	Suttkus	R.D. Suttkus & J.H. Caruso	RDS 9369	1987	30/8/1987
18347	J.H. Caruso	Caruso	R.D. Suttkus & J.H. Caruso	RDS 9369	1987	30/8/1987
18348	R.D. Suttkus	Suttkus	R.D. Suttkus & J.H. Caruso	RDS 9370	1987	30 August 1987
18348	J.H. Caruso	Caruso	R.D. Suttkus & J.H. Caruso	RDS 9370	1987	30 August 1987
18349	R.D. Suttkus	Suttkus	R.D. Suttkus & J.H. Caruso	RDS 9371	1987	30/8/1987
18349	J.H. Caruso	Caruso	R.D. Suttkus & J.H. Caruso	RDS 9371	1987	30/8/1987
18350	R.D. Suttkus	Suttkus	R.D. Suttkus & J.H. Caruso	RDS 9372	1987	30 August 1987
18350	J.H. Caruso	Caruso	R.D. Suttkus & J.H. Caruso	RDS 9372	1987	30 August 1987
18351	R.D. Suttkus	Suttkus	R.D. Suttkus & J.H. Caruso	RDS 9373	1987	30/8/1987
18351	J.H. Caruso	Caruso	R.D. Suttkus & J.H. Caruso	RDS 9373	1987	30/8/1987
18352	R.D. Suttkus	Suttkus	R.D. Suttkus & J.H. Caruso	RDS 9374	1987	30/8/1987
18352	J.H. Caruso	Caruso	R.D. Suttkus & J.H. Caruso	RDS 9374	1987	30/8/1987
18353	R.D. Suttkus	Suttkus	R.D. Suttkus & J.H. Caruso	RDS 9375	1987	30/8/1987
18353	J.H. Caruso	Caruso	R.D. Suttkus & J.H. Caruso	RDS 9375	1987	30/8/1987
18354	R.D. Suttkus	Suttkus	R.D. Suttkus & J.H. Caruso	RDS 9381	1987	10 September 1987
18354	J.H. Caruso	Caruso	R.D. Suttkus & J.H. Caruso	RDS 9381	1987	10 September 1987
18355	R.D. Suttkus	Suttkus	R.D. Suttkus & J.H. Caruso	RDS 9382	1987	10 September 1987
18355	J.H. Caruso	Caruso	R.D. Suttkus & J.H. Caruso	RDS 9382	1987	10 September 1987
18356	R.D. Suttkus	Suttkus	R.D. Suttkus & J.H. Caruso	RDS 9383	1987	10/9/1987
18356	J.H. Caruso	Caruso	R.D. Suttkus & J.H. Caruso	RDS 9383	1987	10/9/1987
18357	R.D. Suttkus	Suttkus	R.D. Suttkus & J.H. Caruso	RDS 9384	1987	10 Sept 1987
18357	J.H. Caruso	Caruso	R.D. Suttkus & J.H. Caruso	RDS 9384	1987	10 Sept 1987
18358	R.D. Suttkus	Suttkus	R.D. Suttkus & J.H. Caruso	RDS 9385	1987	10 Sept 1987
18358	J.H. Caruso	Caruso	R.D. Suttkus & J.H. Caruso	RDS 9385	1987	10 Sept 1987
18359	R.D. Suttkus	Suttkus	R.D. Suttkus & J.H. Caruso	RDS 9386	1987	10 Sept 1987
18359	J.H. Caruso	Caruso	R.D. Suttkus & J.H. Caruso	RDS 9386	1987	10 Sept 1987
18360	R.D. Suttkus	Suttkus	R.D. Suttkus & J.H. Caruso	RDS 9387	1987	10 September 1987
18360	J.H. Caruso	Caruso	R.D. Suttkus & J.H. Caruso	RDS 9387	1987	10 September 1987
18361	R.D. Suttkus	Suttkus	R.D. Suttkus & J.H. Caruso	RDS 9388	1987	10/9/1987
18361	J.H. Caruso	Caruso	R.D. Suttkus & J.H. Caruso	RDS 9388	1987	10/9/1987
18362	R.D. Suttkus	Suttkus	R.D. Suttkus	RDS 9394	1987	26/9/1987
18363	R.D. Suttkus	Suttkus	R.D. Suttkus	RDS 9395	1987	26/9/1987
18364	R.D. Suttkus	Suttkus	R.D. Suttkus	RDS 9396	1987	26 Sept. 1987
18365	R.D. Suttkus	Suttkus	R.D. Suttkus	RDS 9398	1987	27/9/1987
18366	R.D. Suttkus	Suttkus	R.D. Suttkus	RDS 9400	1987	27 Sept 1987
18367	R.D. Suttkus	Suttkus	R.D. Suttkus & Biology of Fishes Class	RDS 9402	1987	2 October 1987
18367	Biology of Fishes Class	Class Group	R.D. Suttkus & Biology of Fishes Class	RDS 9402	1987	2 October 1987
18368	R.D. Suttkus	Suttkus	"R.D. Suttkus, R. Meier & C. Algero"	RDS 9403	1987	9/10/1987
18368	R. Meier	Meier	"R.D. Suttkus, R. Meier & C. Algero"	RDS 9403	1987	9/10/1987
18368	C. Algero	Algero	"R.D. Suttkus, R. Meier & C. Algero"	RDS 9403	1987	9/10/1987
18369	R.D. Suttkus	Suttkus	"R.D. Suttkus, R. Meier & C. Algero"	RDS 9404	1987	9/10/1987
18369	R. Meier	Meier	"R.D. Suttkus, R. Meier & C. Algero"	RDS 9404	1987	9/10/1987
18369	C. Algero	Algero	"R.D. Suttkus, R. Meier & C. Algero"	RDS 9404	1987	9/10/1987
18370	R.D. Suttkus	Suttkus	R.D. Suttkus & M.A. Warren	RDS 9407	1987	15/10/1987
18370	M.A. Warren	Warren	R.D. Suttkus & M.A. Warren	RDS 9407	1987	15/10/1987
18371	R.D. Suttkus	Suttkus	"Suttkus, R.Meier, C.Algero & J.Bigger"	RDS 9419	1987	22 October 1987
18371	R.Meier	Meier	"Suttkus, R.Meier, C.Algero & J.Bigger"	RDS 9419	1987	22 October 1987
18371	C.Algero	Algero	"Suttkus, R.Meier, C.Algero & J.Bigger"	RDS 9419	1987	22 October 1987
18371	J.Bigger	Bigger	"Suttkus, R.Meier, C.Algero & J.Bigger"	RDS 9419	1987	22 October 1987
18372	R.D. Suttkus	Suttkus	"Suttkus, R.Meier, C.Alegro & J.Bigger"	RDS 9420	1987	22/10/1987
18372	R.Meier	Meier	"Suttkus, R.Meier, C.Alegro & J.Bigger"	RDS 9420	1987	22/10/1987
18372	C.Alegro	Alegro	"Suttkus, R.Meier, C.Alegro & J.Bigger"	RDS 9420	1987	22/10/1987
18372	J.Bigger	Bigger	"Suttkus, R.Meier, C.Alegro & J.Bigger"	RDS 9420	1987	22/10/1987
18373	R.D. Suttkus	Suttkus	"Suttkus, R.Meier, C.Alegro & J.Bigger"	RDS 9424	1987	23 October 1987
18373	R.Meier	Meier	"Suttkus, R.Meier, C.Alegro & J.Bigger"	RDS 9424	1987	23 October 1987
18373	C.Alegro	Alegro	"Suttkus, R.Meier, C.Alegro & J.Bigger"	RDS 9424	1987	23 October 1987
18373	J.Bigger	Bigger	"Suttkus, R.Meier, C.Alegro & J.Bigger"	RDS 9424	1987	23 October 1987
18374	R.D. Suttkus	Suttkus	R.D. Suttkus	RDS 9426	1987	28/10/1987
18375	R.D. Suttkus	Suttkus	R.D. Suttkus & J.H. Caruso	RDS 9427	1987	29/10/1987
18375	J.H. Caruso	Caruso	R.D. Suttkus & J.H. Caruso	RDS 9427	1987	29/10/1987
18376	R.D. Suttkus	Suttkus	R.D. Suttkus & J.H. Caruso	RDS 9428	1987	29 October 1987
18376	J.H. Caruso	Caruso	R.D. Suttkus & J.H. Caruso	RDS 9428	1987	29 October 1987
18377	R.D. Suttkus	Suttkus	R.D. Suttkus & J.H. Caruso	RDS 9429	1987	29 October 1987
18377	J.H. Caruso	Caruso	R.D. Suttkus & J.H. Caruso	RDS 9429	1987	29 October 1987
18378	R.D. Suttkus	Suttkus	R.D. Suttkus & J.H. Caruso	RDS 9430	1987	29/10/1987
18378	J.H. Caruso	Caruso	R.D. Suttkus & J.H. Caruso	RDS 9430	1987	29/10/1987
18379	R.D. Suttkus	Suttkus	R.D. Suttkus & J.H. Caruso	RDS 9431	1987	29/10/1987
18379	J.H. Caruso	Caruso	R.D. Suttkus & J.H. Caruso	RDS 9431	1987	29/10/1987
18380	R.D. Suttkus	Suttkus	R.D. Suttkus & J.H. Caruso	RDS 9432	1987	29 October 1987
18380	J.H. Caruso	Caruso	R.D. Suttkus & J.H. Caruso	RDS 9432	1987	29 October 1987
18381	R.D. Suttkus	Suttkus	R.D. Suttkus & J.H. Caruso	RDS 9433	1987	29/10/1987
18381	J.H. Caruso	Caruso	R.D. Suttkus & J.H. Caruso	RDS 9433	1987	29/10/1987
18382	R.D. Suttkus	Suttkus	R.D. Suttkus & J.H. Caruso	RDS 9434	1987	29 October 1987
18382	J.H. Caruso	Caruso	R.D. Suttkus & J.H. Caruso	RDS 9434	1987	29 October 1987
18383	R.D. Suttkus	Suttkus	R.D. Suttkus & R. Meier	RDS 9438	1987	7/11/1987
18383	R. Meier	Meier	R.D. Suttkus & R. Meier	RDS 9438	1987	7/11/1987
18384	R.D. Suttkus	Suttkus	R.D. Suttkus & R. Meier	RDS 9439	1987	7 November 1987
18384	R. Meier	Meier	R.D. Suttkus & R. Meier	RDS 9439	1987	7 November 1987
18385	R.D. Suttkus	Suttkus	R.D. Suttkus & J.H. Caruso	RDS 9443	1987	12/11/1987
18385	J.H. Caruso	Caruso	R.D. Suttkus & J.H. Caruso	RDS 9443	1987	12/11/1987
18386	R.D. Suttkus	Suttkus	R.D. Suttkus & J.H. Caruso	RDS 9444	1987	12 November 1987
18386	J.H. Caruso	Caruso	R.D. Suttkus & J.H. Caruso	RDS 9444	1987	12 November 1987
18387	R.D. Suttkus	Suttkus	R.D. Suttkus & J.H. Caruso	RDS 9445	1987	12 November 1987
18387	J.H. Caruso	Caruso	R.D. Suttkus & J.H. Caruso	RDS 9445	1987	12 November 1987
18388	R.D. Suttkus	Suttkus	R.D. Suttkus & J.H. Caruso	RDS 9446	1987	12/11/1987
18388	J.H. Caruso	Caruso	R.D. Suttkus & J.H. Caruso	RDS 9446	1987	12/11/1987
18389	R.D. Suttkus	Suttkus	R.D. Suttkus & J.H. Caruso	RDS 9447	1987	12 November 1987
18389	J.H. Caruso	Caruso	R.D. Suttkus & J.H. Caruso	RDS 9447	1987	12 November 1987
18390	R.D. Suttkus	Suttkus	R.D. Suttkus & R. Meier	RDS 9450	1987	27 November 1987
18390	R. Meier	Meier	R.D. Suttkus & R. Meier	RDS 9450	1987	27 November 1987
18391	R.D. Suttkus	Suttkus	R.D. Suttkus & R. Meier	RDS 9451	1987	27 November 1987
18391	R. Meier	Meier	R.D. Suttkus & R. Meier	RDS 9451	1987	27 November 1987
18392	R.D. Suttkus	Suttkus	"R.D. Suttkus, R. Meier & J. Bigger"	RDS 9460	1987	5/12/1987
18392	R. Meier	Meier	"R.D. Suttkus, R. Meier & J. Bigger"	RDS 9460	1987	5/12/1987
18392	J. Bigger	Bigger	"R.D. Suttkus, R. Meier & J. Bigger"	RDS 9460	1987	5/12/1987
18393	R.D. Suttkus	Suttkus	R.D. Suttkus & J.H. Caruso	RDS 9461	1987	17 December 1987
18393	J.H. Caruso	Caruso	R.D. Suttkus & J.H. Caruso	RDS 9461	1987	17 December 1987
18394	R.D. Suttkus	Suttkus	R.D. Suttkus & J.H. Caruso	RDS 9462	1987	17 December 1987
18394	J.H. Caruso	Caruso	R.D. Suttkus & J.H. Caruso	RDS 9462	1987	17 December 1987
18395	R.D. Suttkus	Suttkus	R.D. Suttkus & J.H. Caruso	RDS 9463	1987	17/12/1987
18395	J.H. Caruso	Caruso	R.D. Suttkus & J.H. Caruso	RDS 9463	1987	17/12/1987
18396	R.D. Suttkus	Suttkus	R.D. Suttkus & J.H. Caruso	RDS 9464	1987	17 December 1987
18396	J.H. Caruso	Caruso	R.D. Suttkus & J.H. Caruso	RDS 9464	1987	17 December 1987
18397	R.D. Suttkus	Suttkus	R.D. Suttkus & J.H. Caruso	RDS 9465	1987	17/12/1987
18397	J.H. Caruso	Caruso	R.D. Suttkus & J.H. Caruso	RDS 9465	1987	17/12/1987
18398	R.D. Suttkus	Suttkus	R.D. Suttkus & J.H. Caruso	RDS 9466	1987	17/12/1987
18398	J.H. Caruso	Caruso	R.D. Suttkus & J.H. Caruso	RDS 9466	1987	17/12/1987
18399	R.D. Suttkus	Suttkus	R.D. Suttkus & J.H. Caruso	RDS 9467	1987	17 December 1987
18399	J.H. Caruso	Caruso	R.D. Suttkus & J.H. Caruso	RDS 9467	1987	17 December 1987
18400	R.D. Suttkus	Suttkus	R.D. Suttkus & J.H. Caruso	RDS 9468	1987	17/12/1987
18400	J.H. Caruso	Caruso	R.D. Suttkus & J.H. Caruso	RDS 9468	1987	17/12/1987
18401	R.D. Suttkus	Suttkus	R.D. Suttkus & R. Meier	RDS 9471	1987	26 December 1987
18401	R. Meier	Meier	R.D. Suttkus & R. Meier	RDS 9471	1987	26 December 1987
18402	R.D. Suttkus	Suttkus	R.D. Suttkus & R. Meier	RDS 9472	1987	26 December 1987
18402	R. Meier	Meier	R.D. Suttkus & R. Meier	RDS 9472	1987	26 December 1987
18403	R.D. Suttkus	Suttkus	R.D. Suttkus & R. Meier	RDS 9473	1987	26 December 1987
18403	R. Meier	Meier	R.D. Suttkus & R. Meier	RDS 9473	1987	26 December 1987
19780	R.D. Suttkus	Suttkus	R.D. Suttkus & J.H. Caruso	RDS 9213	1987	12 February 1987
19780	J.H. Caruso	Caruso	R.D. Suttkus & J.H. Caruso	RDS 9213	1987	12 February 1987
19781	R.D. Suttkus	Suttkus	"Suttkus,B.Pfleeger, G.Pearl & J. Eisenberg"	RDS 9261	1987	24/4/1987
19781	B.Pfleeger	Pfleeger	"Suttkus,B.Pfleeger, G.Pearl & J. Eisenberg"	RDS 9261	1987	24/4/1987
19781	G.Pearl	Pearl	"Suttkus,B.Pfleeger, G.Pearl & J. Eisenberg"	RDS 9261	1987	24/4/1987
19781	J. Eisenberg	Eisenberg	"Suttkus,B.Pfleeger, G.Pearl & J. Eisenberg"	RDS 9261	1987	24/4/1987
19782	R.D. Suttkus	Suttkus	"Suttkus, J.A. Hanley & Mammology Class"	RDS 9262	1987	24 April 1987
19782	J.A. Hanley	Hanley	"Suttkus, J.A. Hanley & Mammology Class"	RDS 9262	1987	24 April 1987
19782	Mammology Class	Class Group	"Suttkus, J.A. Hanley & Mammology Class"	RDS 9262	1987	24 April 1987
19783	R.D. Suttkus	Suttkus	"Suttkus, C.Jones, M.A.Abbey & R. Manning"	RDS 9358	1987	18/8/1987
19783	C.Jones	Jones	"Suttkus, C.Jones, M.A.Abbey & R. Manning"	RDS 9358	1987	18/8/1987
19783	M.A.Abbey	Abbey	"Suttkus, C.Jones, M.A.Abbey & R. Manning"	RDS 9358	1987	18/8/1987
19783	R. Manning	Manning	"Suttkus, C.Jones, M.A.Abbey & R. Manning"	RDS 9358	1987	18/8/1987
19784	R.D. Suttkus	Suttkus	R.D. Suttkus & Biology of Fishes Class	RDS 9401	1987	2 October 1987
19784	Biology of Fishes Class	Class Group	R.D. Suttkus & Biology of Fishes Class	RDS 9401	1987	2 October 1987
19785	R.D. Suttkus	Suttkus	"R.D. Suttkus, R. Meier & C. Algero"	RDS 9405	1987	9 October 1987
19785	R. Meier	Meier	"R.D. Suttkus, R. Meier & C. Algero"	RDS 9405	1987	9 October 1987
19785	C. Algero	Algero	"R.D. Suttkus, R. Meier & C. Algero"	RDS 9405	1987	9 October 1987
19786	R.D. Suttkus	Suttkus	"Suttkus, R.Meier, C.Alegro & J.Bigger"	RDS 9422	1987	23/10/1987
19786	R.Meier	Meier	"Suttkus, R.Meier, C.Alegro & J.Bigger"	RDS 9422	1987	23/10/1987
19786	C.Alegro	Alegro	"Suttkus, R.Meier, C.Alegro & J.Bigger"	RDS 9422	1987	23/10/1987
19786	J.Bigger	Bigger	"Suttkus, R.Meier, C.Alegro & J.Bigger"	RDS 9422	1987	23/10/1987
19787	R.D. Suttkus	Suttkus	"R.D. Suttkus, Meier, Algero & Bigger"	RDS 9425	1987	23 October 1987
19787	Meier	Meier	"R.D. Suttkus, Meier, Algero & Bigger"	RDS 9425	1987	23 October 1987
19787	Algero	Algero	"R.D. Suttkus, Meier, Algero & Bigger"	RDS 9425	1987	23 October 1987
19787	Bigger	Bigger	"R.D. Suttkus, Meier, Algero & Bigger"	RDS 9425	1987	23 October 1987
19788	R.D. Suttkus	Suttkus	R.D. Suttkus & Biology of Fishes Class	RDS 9436	1987	6/11/1987
19788	Biology of Fishes Class	Class Group	R.D. Suttkus & Biology of Fishes Class	RDS 9436	1987	6/11/1987
19789	R.D. Suttkus	Suttkus	R.D. Suttkus & Biology of Fishes Class	RDS 9437	1987	6 Nov. 1987
19789	Biology of Fishes Class	Class Group	R.D. Suttkus & Biology of Fishes Class	RDS 9437	1987	6 Nov. 1987
19790	R.D. Suttkus	Suttkus	R.D. Suttkus	RDS 9459	1987	4 December 1987
7801	R.D. Suttkus	Suttkus	R.D. Suttkus & R. Meier	RDS 9474	1988	5/1/1988
7801	R. Meier	Meier	R.D. Suttkus & R. Meier	RDS 9474	1988	5/1/1988
7802	R.D. Suttkus	Suttkus	R.D. Suttkus & R. Meier	RDS 9475	1988	5/1/1988
7802	R. Meier	Meier	R.D. Suttkus & R. Meier	RDS 9475	1988	5/1/1988
7803	R.D. Suttkus	Suttkus	R.D. Suttkus & R. Meier	RDS 9476	1988	5/1/1988
7803	R. Meier	Meier	R.D. Suttkus & R. Meier	RDS 9476	1988	5/1/1988
7804	R.D. Suttkus	Suttkus	R.D. Suttkus & R. Meier	RDS 9477	1988	13/1/1988
7804	R. Meier	Meier	R.D. Suttkus & R. Meier	RDS 9477	1988	13/1/1988
7805	R.D. Suttkus	Suttkus	R.D. Suttkus & R. Meier	RDS 9478	1988	13/1/1988
7805	R. Meier	Meier	R.D. Suttkus & R. Meier	RDS 9478	1988	13/1/1988
7806	R.D. Suttkus	Suttkus	R.D. Suttkus & R. Meier	RDS 9479	1988	13/1/1988
7806	R. Meier	Meier	R.D. Suttkus & R. Meier	RDS 9479	1988	13/1/1988
7807	R.D. Suttkus	Suttkus	R.D. Suttkus & R. Meier	RDS 9489	1988	28/1/1988
7807	R. Meier	Meier	R.D. Suttkus & R. Meier	RDS 9489	1988	28/1/1988
7808	R.D. Suttkus	Suttkus	R.D. Suttkus & R. Meier	RDS 9490	1988	28/1/1988
7808	R. Meier	Meier	R.D. Suttkus & R. Meier	RDS 9490	1988	28/1/1988
7809	R.D. Suttkus	Suttkus	R.D. Suttkus & R. Meier	RDS 9491	1988	28/1/1988
7809	R. Meier	Meier	R.D. Suttkus & R. Meier	RDS 9491	1988	28/1/1988
7810	R.D. Suttkus	Suttkus	R.D. Suttkus & R. Meier	RDS 9492	1988	28/1/1988
7810	R. Meier	Meier	R.D. Suttkus & R. Meier	RDS 9492	1988	28/1/1988
7811	R.D. Suttkus	Suttkus	R.D. Suttkus & R. Meier	RDS 9493	1988	28/1/1988
7811	R. Meier	Meier	R.D. Suttkus & R. Meier	RDS 9493	1988	28/1/1988
7812	R.D. Suttkus	Suttkus	R.D. Suttkus & R. Meier	RDS 9494	1988	28/1/1988
7812	R. Meier	Meier	R.D. Suttkus & R. Meier	RDS 9494	1988	28/1/1988
7813	R.D. Suttkus	Suttkus	"R.D. Suttkus, J. H. Caruso & R. Meier"	RDS 9496	1988	29/1/1988
7813	J. H. Caruso	Caruso	"R.D. Suttkus, J. H. Caruso & R. Meier"	RDS 9496	1988	29/1/1988
7813	R. Meier	Meier	"R.D. Suttkus, J. H. Caruso & R. Meier"	RDS 9496	1988	29/1/1988
7814	R.D. Suttkus	Suttkus	"R.D. Suttkus, J. H. Caruso & R. Meier"	RDS 9497	1988	29/1/1988
7814	J. H. Caruso	Caruso	"R.D. Suttkus, J. H. Caruso & R. Meier"	RDS 9497	1988	29/1/1988
7814	R. Meier	Meier	"R.D. Suttkus, J. H. Caruso & R. Meier"	RDS 9497	1988	29/1/1988
7815	R.D. Suttkus	Suttkus	"R.D. Suttkus, J. H. Caruso & R. Meier"	RDS 9498	1988	29/1/1988
7815	J. H. Caruso	Caruso	"R.D. Suttkus, J. H. Caruso & R. Meier"	RDS 9498	1988	29/1/1988
7815	R. Meier	Meier	"R.D. Suttkus, J. H. Caruso & R. Meier"	RDS 9498	1988	29/1/1988
7816	R.D. Suttkus	Suttkus	"R.D. Suttkus, J. H. Caruso & R. Meier"	RDS 9499	1988	29/1/1988
7816	J. H. Caruso	Caruso	"R.D. Suttkus, J. H. Caruso & R. Meier"	RDS 9499	1988	29/1/1988
7816	R. Meier	Meier	"R.D. Suttkus, J. H. Caruso & R. Meier"	RDS 9499	1988	29/1/1988
7817	R.D. Suttkus	Suttkus	"R.D. Suttkus, J. H. Caruso & R. Meier"	RDS 9500	1988	29/1/1988
7817	J. H. Caruso	Caruso	"R.D. Suttkus, J. H. Caruso & R. Meier"	RDS 9500	1988	29/1/1988
7817	R. Meier	Meier	"R.D. Suttkus, J. H. Caruso & R. Meier"	RDS 9500	1988	29/1/1988
7818	R.D. Suttkus	Suttkus	R.D. Suttkus & R. Meier	RDS 9510	1988	13/2/1988
7818	R. Meier	Meier	R.D. Suttkus & R. Meier	RDS 9510	1988	13/2/1988
7819	R.D. Suttkus	Suttkus	R.D. Suttkus & R. Meier	RDS 9511	1988	13/2/1988
7819	R. Meier	Meier	R.D. Suttkus & R. Meier	RDS 9511	1988	13/2/1988
7820	R.D. Suttkus	Suttkus	R.D. Suttkus & R. Meier	RDS 9512	1988	13/2/1988
7820	R. Meier	Meier	R.D. Suttkus & R. Meier	RDS 9512	1988	13/2/1988
7821	R.D. Suttkus	Suttkus	R.D. Suttkus & J.H. Caruso	RDS 9516	1988	25/2/1988
7821	J.H. Caruso	Caruso	R.D. Suttkus & J.H. Caruso	RDS 9516	1988	25/2/1988
7822	R.D. Suttkus	Suttkus	R.D. Suttkus & J.H. Caruso	RDS 9517	1988	25/2/1988
7822	J.H. Caruso	Caruso	R.D. Suttkus & J.H. Caruso	RDS 9517	1988	25/2/1988
7823	R.D. Suttkus	Suttkus	R.D. Suttkus & J.H. Caruso	RDS 9518	1988	25/2/1988
7823	J.H. Caruso	Caruso	R.D. Suttkus & J.H. Caruso	RDS 9518	1988	25/2/1988
7824	R.D. Suttkus	Suttkus	R.D. Suttkus & J.H. Caruso	RDS 9519	1988	25/2/1988
7824	J.H. Caruso	Caruso	R.D. Suttkus & J.H. Caruso	RDS 9519	1988	25/2/1988
7825	R.D. Suttkus	Suttkus	R.D. Suttkus & R. Meier	RDS 9520	1988	4/3/1988
7825	R. Meier	Meier	R.D. Suttkus & R. Meier	RDS 9520	1988	4/3/1988
7826	R.D. Suttkus	Suttkus	R.D. Suttkus & J.H. Caruso	RDS 9527	1988	24 March 1988
7826	J.H. Caruso	Caruso	R.D. Suttkus & J.H. Caruso	RDS 9527	1988	24 March 1988
7827	R.D. Suttkus	Suttkus	R.D. Suttkus & J.H. Caruso	RDS 9528	1988	24/3/1988
7827	J.H. Caruso	Caruso	R.D. Suttkus & J.H. Caruso	RDS 9528	1988	24/3/1988
7828	R.D. Suttkus	Suttkus	R.D. Suttkus & R. Meier	RDS 9552	1988	21/4/1988
7828	R. Meier	Meier	R.D. Suttkus & R. Meier	RDS 9552	1988	21/4/1988
7829	R.D. Suttkus	Suttkus	R.D. Suttkus & R. Meier	RDS 9553	1988	21/4/1988
7829	R. Meier	Meier	R.D. Suttkus & R. Meier	RDS 9553	1988	21/4/1988
7830	R.D. Suttkus	Suttkus	R.D. Suttkus & R. Meier	RDS 9554	1988	21/4/1988
7830	R. Meier	Meier	R.D. Suttkus & R. Meier	RDS 9554	1988	21/4/1988
7831	R.D. Suttkus	Suttkus	R.D. Suttkus & R. Meier	RDS 9555	1988	21/4/1988
7831	R. Meier	Meier	R.D. Suttkus & R. Meier	RDS 9555	1988	21/4/1988
7832	R.D. Suttkus	Suttkus	R.D. Suttkus & R. Meier	RDS 9556	1988	21/4/1988
7832	R. Meier	Meier	R.D. Suttkus & R. Meier	RDS 9556	1988	21/4/1988
7833	R.D. Suttkus	Suttkus	R.D. Suttkus & R. Meier	RDS 9557	1988	21/4/1988
7833	R. Meier	Meier	R.D. Suttkus & R. Meier	RDS 9557	1988	21/4/1988
7834	R.D. Suttkus	Suttkus	"R.D. Suttkus, J.H. Caruso & R. Meier"	RDS 9560	1988	22/4/1988
7834	J.H. Caruso	Caruso	"R.D. Suttkus, J.H. Caruso & R. Meier"	RDS 9560	1988	22/4/1988
7834	R. Meier	Meier	"R.D. Suttkus, J.H. Caruso & R. Meier"	RDS 9560	1988	22/4/1988
7835	R.D. Suttkus	Suttkus	"R.D. Suttkus, J.H. Caruso & R. Meier"	RDS 9561	1988	22/4/1988
7835	J.H. Caruso	Caruso	"R.D. Suttkus, J.H. Caruso & R. Meier"	RDS 9561	1988	22/4/1988
7835	R. Meier	Meier	"R.D. Suttkus, J.H. Caruso & R. Meier"	RDS 9561	1988	22/4/1988
7836	R.D. Suttkus	Suttkus	"R.D. Suttkus, J.H. Caruso & R. Meier"	RDS 9562	1988	22/4/1988
7836	J.H. Caruso	Caruso	"R.D. Suttkus, J.H. Caruso & R. Meier"	RDS 9562	1988	22/4/1988
7836	R. Meier	Meier	"R.D. Suttkus, J.H. Caruso & R. Meier"	RDS 9562	1988	22/4/1988
7837	R.D. Suttkus	Suttkus	"R.D. Suttkus, J.H. Caruso & R. Meier"	RDS 9563	1988	22/4/1988
7837	J.H. Caruso	Caruso	"R.D. Suttkus, J.H. Caruso & R. Meier"	RDS 9563	1988	22/4/1988
